id,car_model,car_year,car_vin,color,price
774,1000,1985,YV1902FH7D2441581,Orange,"€15234,62"
775,Corvette,1993,WVGEF9BP0FD664556,Crimson,"€33706,53"
776,Passat,1990,1FTWX3A59AE230560,Crimson,"€16062,99"
777,E-Series,2011,1G6KD57Y76U247512,Orange,"€12617,95"
778,Prowler,2002,KNDJT2A54D7538473,Blue,"€39511,94"
779,Altima,2002,1D4PT4GK2AW980529,Teal,"€17943,86"
780,Colt,1994,WAUVC58E05A286926,Mauv,"€39968,35"
781,Maxima,1998,1G6DK5EYXB0586042,Turquoise,"€25730,18"
782,Express 3500,1996,WAUMGBFL1BA823976,Fuscia,"€34834,46"
783,Golf,1988,1GYS3DEF4ER269815,Maroon,"€19825,33"
784,Continental,1987,JN8AZ1MU1AW871537,Crimson,"€38661,24"
785,Laser,1986,1G4CU541734880902,Mauv,"€27596,24"
786,Savana 1500,2011,1G6AB5SA9F0447441,Red,"€18359,94"
787,Continental,1987,WBAPH53549A656007,Purple,"€39914,57"
788,Scirocco,1988,JN1CV6AP8BM754193,Turquoise,"€29313,27"
789,Continental GT,2006,3G5DB03L76S781772,Green,"€23218,87"
790,FX,2012,5UXZW0C55BL855788,Turquoise,"€10281,44"
791,Cougar,1985,WAUVFAFH2AN509161,Maroon,"€18814,23"
792,Ram 2500,2009,19UUA8F2XDA648016,Green,"€34163,76"
793,Scirocco,1987,1G6AA5RA1E0578810,Puce,"€22438,67"
794,Wrangler,2003,KMHHT6KD4AU977127,Teal,"€24665,19"
795,90,1988,JN1AZ4EH4FM613372,Violet,"€31722,94"
796,Tiburon,2009,SALGS2EF6EA450036,Aquamarine,"€18071,62"
797,S40,2003,JTEBW3EH1A2759734,Goldenrod,"€12534,98"
798,Rio,2004,WBAKF3C56BE655430,Mauv,"€30535,30"
799,F150,1993,1HGCP2E87AA346918,Violet,"€35585,37"
800,RVR,1992,WAUFMAFCXEN166202,Green,"€14564,46"
801,CTS-V,2010,4T1BD1EB1DU759781,Yellow,"€14510,81"
802,MPV,1995,WAUPL68E24A655931,Crimson,"€20651,08"
803,Quest,1995,KMHEC4A4XEA041416,Goldenrod,"€36847,87"
804,Xtra,1995,JH4DC54834S020676,Orange,"€27709,78"
805,Bronco II,1984,3D73Y3CL4AG407433,Mauv,"€17170,66"
806,Durango,2007,JN8AE2KP1C9386282,Red,"€37529,34"
807,Firebird,2000,2T1KE4EEXBC392421,Turquoise,"€21504,68"
808,LX,2005,1G4HP57M19U348279,Aquamarine,"€32348,49"
809,XL-7,2007,1GYFC43519R190720,Puce,"€20082,79"
810,Caprice Classic,1995,WAUKFAFL9DA749097,Blue,"€17330,65"
811,626,1995,JN1AZ4EH1FM200969,Goldenrod,"€14117,96"
812,Town Car,1992,WAUWFAFR1EA306059,Red,"€12730,62"
813,Expedition,1999,2C4RDGCG5FR204191,Green,"€29622,12"
814,Mighty Max,1986,3GYFNAEY7AS797979,Aquamarine,"€39620,18"
815,Ranger,1990,5UXFE83539L363999,Puce,"€11041,07"
816,Boxster,2000,1FMCU4K37AK841733,Maroon,"€25990,51"
817,Truck,1988,2C3CDXJG7DH118476,Pink,"€10175,26"
818,1500,1993,5GAKRDED5CJ004014,Mauv,"€28020,61"
819,C70,2006,4USBT53473L892756,Indigo,"€24460,48"
820,Regency,1998,1C3BCBGG9EN918813,Indigo,"€16804,52"
821,Legacy,2004,WBAKF5C59DE213238,Blue,"€11322,24"
822,Quest,2008,JM1NC2LF8D0725425,Khaki,"€36545,95"
823,Genesis Coupe,2013,WAUEFAFL7AN198654,Yellow,"€10095,04"
824,Freelander,2010,1B3AZ6EZ0AV928787,Indigo,"€14955,51"
825,Rainier,2005,WBAVB335X6K043201,Aquamarine,"€23394,88"
826,Skylark,1987,1N6AD0CU1CN806621,Blue,"€39672,66"
827,R-Class,2010,WBA3K5C59FK053477,Violet,"€18697,20"
828,Endeavor,2005,1FTEX1CM5DK614586,Green,"€10432,97"
829,Tribeca,2009,WVGEF9BP8DD673020,Blue,"€17467,01"
830,LUV,1979,2C4JDGAG1CR095496,Blue,"€21687,30"
831,300C,2005,WDDHF7GB0EA643165,Indigo,"€39750,35"
832,Rio,2010,WVGAV3AX0DW931888,Goldenrod,"€34290,97"
833,Prelude,2000,2C3CCAGG3DH293492,Violet,"€24535,20"
834,Tiburon,2005,WBS3R9C50FK183176,Teal,"€37581,47"
835,XL-7,2007,JTHBW1GG8E2447654,Crimson,"€38109,97"
836,530,2007,WP0AB2A98AS158230,Purple,"€15480,95"
837,500SEC,1993,1GYS4FEJXDR571346,Indigo,"€23473,76"
838,T100,1998,JM1NC2PF5F0638479,Crimson,"€20315,40"
839,Venza,2011,JTMHY7AJ1B4720589,Mauv,"€32463,35"
840,G6,2010,3VWC17AU9FM609000,Maroon,"€20172,14"
841,600SEC,1993,SALFP2BGXFH390586,Red,"€23103,08"
842,Rally Wagon 3500,1993,5UXFE835X8L399994,Khaki,"€10985,53"
843,911,1991,2T1BURHE1FC739152,Pink,"€34823,58"
844,G25,2011,JN8AF5MRXFT747674,Khaki,"€15110,38"
845,XJ Series,1994,JN1CV6EK8EM839554,Green,"€37897,89"
846,XL-7,2005,JTDKN3DU9F0135124,Yellow,"€38918,55"
847,928,1993,3N1AB6AP9AL180003,Maroon,"€28554,17"
848,Boxster,2010,1G6DC8EGXA0919344,Green,"€12365,06"
849,Discovery Series II,2000,WAUBG78E86A964827,Maroon,"€35374,36"
850,Yukon Denali,2000,JM3TB2BA8E0200132,Orange,"€19327,37"
851,Sportage,2012,SAJWA4FB1EL542500,Turquoise,"€23489,16"
852,SL-Class,2004,3D7TT2CTXBG160042,Blue,"€26226,44"
853,GTI,2004,1GD422CG4EF956971,Teal,"€23901,97"
854,Ram 2500,2007,5XYKT3A18CG915234,Mauv,"€19498,55"
855,Corolla,2000,5N1BA0NE3FN376757,Fuscia,"€16873,58"
856,Savana 1500,1999,1G4GB5GR5EF994669,Red,"€13600,51"
857,Sky,2007,WAU3VAFR7CA960566,Mauv,"€32018,53"
858,Corvette,1968,1GD311CG3FZ709384,Turquoise,"€37528,83"
859,XJ,2012,5TDDCRFH2ES078892,Pink,"€21499,90"
860,Shadow,1993,19XFA1E33AE966030,Turquoise,"€22203,66"
861,Beetle,1967,KL4CJGSB9DB680941,Khaki,"€17670,04"
862,E150,2007,3D7TP2CT3AG530458,Pink,"€28082,14"
863,S5,2011,2C3CDXJG1DH907741,Puce,"€12164,08"
864,RAV4,2003,3GYT4MEF8DG466003,Pink,"€12500,00"
865,Boxster,2008,1GYS3FEJ6BR573109,Mauv,"€31959,62"
866,Celica,1984,3MZBM1K7XEM426826,Puce,"€12541,70"
867,F-Series Super Duty,2012,1C3BCBGGXEN376377,Khaki,"€25770,02"
868,Frontier,2008,3N1CE2CP6FL739570,Puce,"€17255,66"
869,Element,2011,SAJWA8JH5EM319891,Teal,"€20656,54"
870,NSX,1997,1G6DC8E55C0388569,Goldenrod,"€32870,05"
871,NX,1993,5J8TB4H75GL049334,Fuscia,"€29347,76"
872,Land Cruiser,1998,1FTWX3B51AE521942,Pink,"€38285,83"
873,H1,1995,WBSBL93481J641839,Green,"€28126,68"
874,S70,2000,5UXFB535X4L397678,Aquamarine,"€37874,97"
875,RX Hybrid,2010,1G6KD54Y85U904451,Purple,"€37157,15"
876,Highlander,2012,WAUMF78K59N460945,Violet,"€26118,72"
877,Outlander,2011,1FAHP2DW5AG582314,Pink,"€12608,41"
878,Rendezvous,2005,JTJBARBZ5F2953948,Blue,"€13417,03"
879,V70,2005,YV126MEC0F1099224,Turquoise,"€24767,35"
880,Jetta,1987,1D7RW3GK0AS255404,Blue,"€20057,41"
881,Escort,1993,1FTEW1C85FF783430,Aquamarine,"€20502,97"
882,3 Series,2012,JTHFF2C29D2553109,Crimson,"€34691,12"
883,Mazda6,2010,WBAYB6C58DD759496,Fuscia,"€27543,60"
884,Jimmy,1998,WBAFR7C53BC543826,Indigo,"€21066,27"
885,6 Series,2012,WAUMF78K19A638065,Red,"€23548,16"
886,tC,2010,5UXKS4C51F0735174,Pink,"€33471,56"
887,V12 Vantage,2012,KMHFH4JGXFA324626,Khaki,"€37826,20"
888,Nubira,2002,1G6AK5SX0E0021978,Orange,"€27417,83"
889,LX,1997,WAUSFAFL1CA493925,Aquamarine,"€34678,03"
890,Ram 3500,2007,WAUMGAFLXBA502500,Khaki,"€21871,33"
891,G35,2003,WVWAB7AJ0CW007062,Puce,"€29131,50"
892,Vandura G3500,1996,3G5DA03E52S445522,Purple,"€28955,31"
893,Ram Van B150,1994,WAUGN94F27N106317,Green,"€23470,02"
894,Neon,2002,1FT7W2A64EE604430,Violet,"€33239,14"
895,Azera,2007,WAUVC58E62A933695,Teal,"€16644,91"
896,GS,2005,WBAEH734X5C145250,Yellow,"€24482,48"
897,Truck,1990,WBAPM7C59AA527823,Green,"€32105,83"
898,Truck,1988,3C3CFFER9ET808741,Green,"€18492,99"
899,Lumina APV,1992,JTDKN3DP1F3206101,Crimson,"€19622,02"
900,Econoline E150,2002,19VDE1F37EE992199,Pink,"€20127,45"
901,Ram 3500,2008,1G6AV5S83F0292048,Green,"€34507,96"
902,Sierra 1500,2013,1D7RB1GT5BS032981,Puce,"€31045,51"
903,Tracker,2002,2T1KE4EE1BC163254,Puce,"€12158,23"
904,Grand Voyager,1993,JH4CL96947C394611,Orange,"€36579,03"
905,T100,1995,1G6DW6ED7B0478677,Fuscia,"€38278,90"
906,Sebring,2003,JM1CW2BL9C0640632,Pink,"€22638,44"
907,E250,2010,5XXGM4A72CG297927,Purple,"€15268,81"
908,300,2011,JH4CU2F67CC768021,Green,"€20809,89"
909,Mountaineer,1997,1N6AF0KX8FN611576,Blue,"€27879,15"
910,Breeze,1999,WAUDF98E48A885231,Crimson,"€27997,50"
911,Grand Prix,1979,5J6TF2H50FL644462,Pink,"€35743,78"
912,Sentra,2012,1FMJK1H51CE257382,Turquoise,"€38957,07"
913,XG300,2001,WAUXG94FX9N274378,Yellow,"€21383,25"
914,Discovery Series II,2002,WA1YD64B62N300731,Teal,"€24764,11"
915,98,1996,1G6AG1RX7F0979257,Pink,"€28748,00"
916,Continental,2009,2G4GN5EXXE9519083,Khaki,"€14630,52"
917,Tahoe,2005,2D4RN5DG7BR714782,Red,"€10145,97"
918,Truck,1991,WUARL48H24K580879,Fuscia,"€28410,22"
919,Stratus,2003,2C3CDXCT7FH051181,Yellow,"€23111,37"
920,Escape,2013,1FTMF1CW2AF225991,Green,"€34885,38"
921,Eurovan,2001,WAULC68E65A867053,Green,"€36215,70"
922,Focus,2004,WBADW3C52DE832695,Mauv,"€10735,60"
923,S80,2009,3C6JD6DK7CG572293,Mauv,"€12344,80"
924,Forester,2007,KMHGH4JH4CU803065,Maroon,"€37905,46"
925,Justy,1988,WA1UFAFL4FA670400,Fuscia,"€16503,12"
926,Special,1962,1N6AA0CA3FN630724,Fuscia,"€19612,97"
927,Allante,1993,WAUEKBFB8BN662352,Yellow,"€17258,62"
928,Magnum,2005,1GD312CG5CF622136,Purple,"€12512,09"
929,New Beetle,2008,WAULT68E45A580925,Khaki,"€25801,94"
930,Highlander,2010,5FNYF3H26AB748571,Violet,"€19798,38"
931,Murano,2005,1G6DS5ED4B0227184,Teal,"€31774,86"
932,Tundra,2006,WA1BY94L47D626786,Blue,"€33026,31"
933,Magnum,2008,WAUDG98E66A949697,Pink,"€12375,31"
934,Cube,2009,WDBSK7AA7BF573480,Blue,"€14356,45"
935,Lumina,1993,WBA3B1C55DF227981,Khaki,"€23262,45"
936,Maxima,2010,WAUML44E54N215627,Turquoise,"€24133,21"
937,Tiburon,2001,4A4AP3AU2DE599715,Blue,"€18786,38"
938,Taurus,2002,WAUEF78EX7A920667,Pink,"€14989,78"
939,Defender,1995,4JGDA0EB8FA312686,Turquoise,"€12226,67"
940,TT,2008,JTEBU5JRXF5078249,Teal,"€28287,51"
941,Acadia,2011,ZFBCFABH1FZ649916,Fuscia,"€34463,43"
942,Diamante,1998,SCBLC47J69C827834,Orange,"€19645,14"
943,Sportage,2009,WA1KK98R09A387824,Khaki,"€18616,77"
944,S60,2013,1G6AK5SX5D0057681,Green,"€16065,93"
945,Rodeo,2003,3D7JV1EP0AG393597,Pink,"€29820,23"
946,Excursion,2004,3C4PDCGB9FT574569,Yellow,"€20055,17"
947,Suburban 2500,2005,JH4DC54835S106233,Indigo,"€26688,25"
948,Tucson,2011,WBAWR3C54AP292377,Orange,"€39959,74"
949,Ram,2007,1G6KA5E62BU004551,Maroon,"€29838,32"
950,Integra,1995,1FTMF1E83AF865271,Indigo,"€23257,54"
951,RVR,1994,5TFBW5F14BX194644,Aquamarine,"€30971,90"
952,Fifth Ave,1992,WBASN0C50DD014476,Purple,"€21536,07"
953,62,2004,1G6DP8E33D0382144,Goldenrod,"€24636,65"
954,LHS,1996,1D7RW3BK5AS988829,Violet,"€14319,82"
955,Galant,1998,1GTCSBD93A8444939,Maroon,"€21273,45"
956,CR-V,2010,WAUBVBFB0BN183319,Crimson,"€33380,51"
957,Esprit,1999,JN1CV6AP5FM500950,Teal,"€32865,45"
958,S6,2009,WAUBF78EX8A300289,Red,"€29912,20"
959,240SX,1993,5GADV33L16D593557,Orange,"€31836,05"
960,E-Class,1985,1GKUCFDJ8AR603732,Fuscia,"€27328,22"
961,Scirocco,1984,WA1CGAFE5ED766575,Orange,"€36685,66"
962,Fleetwood,1996,1N4AL3AP8EC695106,Puce,"€37185,88"
963,Xterra,2012,4USBU53557L679204,Fuscia,"€23209,29"
964,E-Class,1997,SCFAD22353K116719,Fuscia,"€16260,75"
965,Grand Voyager,1994,SALFP2BN8AH847709,Blue,"€21165,95"
966,Thunderbird,1955,WVGAV3AX0EW347458,Red,"€25660,12"
967,Bronco II,1988,1GYS4AEF5BR524088,Yellow,"€28699,87"
968,Edge,2011,5NPEB4AC0EH703334,Green,"€12548,58"
969,Eclipse,1997,2G4WD532851446154,Mauv,"€11537,77"
970,4Runner,2001,WBA3C3C57EF801359,Violet,"€36178,30"
971,V50,2011,WAUGFBFC9DN928096,Goldenrod,"€16087,21"
972,XF,2009,1FTEW1CM5DK854286,Violet,"€14315,83"
973,CTS-V,2007,WBAVT13506A134646,Orange,"€27798,05"
974,Quattroporte,2011,WBA3B5C53EP799117,Aquamarine,"€25528,41"
975,Lancer,2011,1YVHZ8BH4A5125169,Red,"€16357,50"
976,Accord,1988,WVWED7AJ6DW530230,Teal,"€10164,46"
977,Mirage,1999,WAUXG94FX9N803425,Pink,"€23172,39"
978,Caliber,2007,WAUUL98E98A041744,Indigo,"€18568,32"
979,GTI,1993,3VWJX7AJ1AM317720,Mauv,"€12203,71"
980,400E,1993,SCFFDAAE1CG768484,Puce,"€16145,80"
981,Impala,2009,2D4RN6DX5AR571948,Fuscia,"€26658,81"
982,Silhouette,1993,WAUNE78P38A645472,Goldenrod,"€27031,17"
983,ES,2009,WAUWFBFL3AA442950,Crimson,"€33716,49"
984,Optima,2009,3GYFNGEY0BS484874,Mauv,"€17959,68"
985,XJ Series,1997,JH4CU2F60CC596673,Crimson,"€19353,46"
986,4Runner,1998,JN8AF5MR9DT560696,Crimson,"€17927,94"
987,Rio,2009,2C3CCAJG8DH907235,Crimson,"€20105,41"
988,Windstar,2002,JTHCL5EF8F5593017,Orange,"€28195,59"
989,Passat,1986,2B3CJ7DW0AH548323,Puce,"€34219,27"
990,MR2,1995,1GYUKEEJ7AR092967,Red,"€25046,86"
991,X5,2009,WAUKH78E76A074526,Mauv,"€37926,90"
992,944,1983,3C6TD4MT6CG371507,Yellow,"€25001,53"
993,Grand Am,2000,WAULT68E54A747372,Puce,"€35622,78"
994,Loyale,1994,WBANA73515C598914,Maroon,"€29779,67"
995,Genesis Coupe,2011,WBAKX6C50BC541868,Teal,"€17657,22"
996,Tundra,2004,WAUKG74F56N964906,Red,"€15346,23"
997,Bonneville,2003,2T1BU4EE2BC613013,Aquamarine,"€32075,96"
998,Rodeo,2002,WDDPK4HA6DF051539,Purple,"€24889,07"
999,Yukon,2007,WBA3R5C5XEF317762,Aquamarine,"€23218,76"
1000,Elantra,1992,WBAFZ9C50DD339400,Teal,"€12461,20"
